mid,value,ts
167487,490000,2013-03-29D21:59:59.000000000
167487,290000,2013-03-29D22:59:59.000000000
167487,160000,2013-03-29D23:59:59.000000000
153094,1890000,2013-03-23D00:59:59.000000000
153094,1780000,2013-03-23D01:59:59.000000000
153094,1800000,2013-03-23D02:59:59.000000000
153094,1770000,2013-03-23D03:59:59.000000000
153094,1750000,2013-03-23D04:59:59.000000000
153094,1840000,2013-03-23D05:59:59.000000000
153094,2160000,2013-03-23D06:59:59.000000000
153094,2150000,2013-03-23D07:59:59.000000000
153094,2530000,2013-03-23D08:59:59.000000000
153094,2510000,2013-03-23D09:59:59.000000000
153094,2200000,2013-03-23D10:59:59.000000000
153094,2430000,2013-03-23D11:59:59.000000000
153094,1770000,2013-03-23D12:59:59.000000000
153094,1990000,2013-03-23D13:59:59.000000000
153094,1860000,2013-03-23D14:59:59.000000000
153094,1910000,2013-03-23D15:59:59.000000000
153094,3160000,2013-03-23D16:59:59.000000000
153094,3790000,2013-03-23D17:59:59.000000000
153094,3080000,2013-03-23D18:59:59.000000000
153094,2810000,2013-03-23D19:59:59.000000000
153094,2570000,2013-03-23D20:59:59.000000000
153094,2680000,2013-03-23D21:59:59.000000000
153094,2630000,2013-03-23D22:59:59.000000000
153094,1680000,2013-03-23D23:59:59.000000000
153094,1830000,2013-03-24D00:59:59.000000000
153094,1860000,2013-03-24D01:59:59.000000000
153094,1540000,2013-03-24D02:59:59.000000000
153094,1560000,2013-03-24D03:59:59.000000000
153094,1970000,2013-03-24D04:59:59.000000000
153094,1700000,2013-03-24D05:59:59.000000000
153094,1800000,2013-03-24D06:59:59.000000000
153094,2280000,2013-03-24D07:59:59.000000000
153094,1730000,2013-03-24D08:59:59.000000000
153094,2250000,2013-03-24D09:59:59.000000000
153094,2610000,2013-03-24D10:59:59.000000000
153094,2400000,2013-03-24D11:59:59.000000000
153094,1910000,2013-03-24D12:59:59.000000000
153094,2240000,2013-03-24D13:59:59.000000000
153094,4780000,2013-03-24D14:59:59.000000000
153094,4920000,2013-03-24D15:59:59.000000000
153094,2070000,2013-03-24D16:59:59.000000000
153094,3260000,2013-03-24D17:59:59.000000000
153094,2540000,2013-03-24D18:59:59.000000000
153094,3190000,2013-03-24D19:59:59.000000000
153094,4550000,2013-03-24D20:59:59.000000000
153094,3160000,2013-03-24D21:59:59.000000000
153094,2160000,2013-03-24D22:59:59.000000000
153094,1620000,2013-03-24D23:59:59.000000000
153094,1740000,2013-03-25D00:59:59.000000000
153094,1660000,2013-03-25D01:59:59.000000000
153094,1660000,2013-03-25D02:59:59.000000000
153094,1710000,2013-03-25D03:59:59.000000000
153094,1470000,2013-03-25D04:59:59.000000000
153094,1730000,2013-03-25D05:59:59.000000000
153094,1950000,2013-03-25D06:59:59.000000000
153094,1970000,2013-03-25D07:59:59.000000000
153094,2110000,2013-03-25D08:59:59.000000000
153094,1540000,2013-03-25D09:59:59.000000000
153094,2200000,2013-03-25D10:59:59.000000000
153094,1410000,2013-03-25D11:59:59.000000000
153094,1350000,2013-03-25D12:59:59.000000000
153094,1340000,2013-03-25D13:59:59.000000000
153094,1420000,2013-03-25D14:59:59.000000000
153094,2410000,2013-03-25D15:59:59.000000000
153094,3680000,2013-03-25D16:59:59.000000000
153094,2020000,2013-03-25D17:59:59.000000000
153094,2490000,2013-03-25D18:59:59.000000000
153094,2450000,2013-03-25D19:59:59.000000000
153094,3610000,2013-03-25D20:59:59.000000000
153094,2360000,2013-03-25D21:59:59.000000000
153094,1790000,2013-03-25D22:59:59.000000000
153094,1510000,2013-03-25D23:59:59.000000000
153094,1570000,2013-03-26D00:59:59.000000000
153094,1530000,2013-03-26D01:59:59.000000000
153094,1460000,2013-03-26D02:59:59.000000000
153094,1450000,2013-03-26D03:59:59.000000000
153094,1430000,2013-03-26D04:59:59.000000000
153094,1730000,2013-03-26D05:59:59.000000000
153094,2220000,2013-03-26D06:59:59.000000000
153094,2150000,2013-03-26D07:59:59.000000000
153094,3220000,2013-03-26D08:59:59.000000000
153094,1210000,2013-03-26D09:59:59.000000000
153094,2480000,2013-03-26D10:59:59.000000000
153094,1820000,2013-03-26D11:59:59.000000000
153094,1460000,2013-03-26D12:59:59.000000000
153094,1270000,2013-03-26D13:59:59.000000000
153094,1440000,2013-03-26D14:59:59.000000000
153094,1430000,2013-03-26D15:59:59.000000000
153094,2290000,2013-03-26D16:59:59.000000000
153094,2120000,2013-03-26D17:59:59.000000000
153094,2020000,2013-03-26D18:59:59.000000000
153094,2500000,2013-03-26D19:59:59.000000000
153094,4880000,2013-03-26D20:59:59.000000000
153094,3920000,2013-03-26D21:59:59.000000000
153094,1890000,2013-03-26D22:59:59.000000000
153094,1710000,2013-03-26D23:59:59.000000000
153094,1500000,2013-03-27D00:59:59.000000000
153094,1730000,2013-03-27D01:59:59.000000000
153094,1560000,2013-03-27D02:59:59.000000000
153094,1660000,2013-03-27D03:59:59.000000000
153094,1430000,2013-03-27D04:59:59.000000000
153094,1820000,2013-03-27D05:59:59.000000000
153094,1660000,2013-03-27D06:59:59.000000000
153094,2490000,2013-03-27D07:59:59.000000000
153094,2060000,2013-03-27D08:59:59.000000000
153094,1900000,2013-03-27D09:59:59.000000000
153094,1560000,2013-03-27D10:59:59.000000000
153094,1680000,2013-03-27D11:59:59.000000000
153094,1140000,2013-03-27D12:59:59.000000000
153094,1610000,2013-03-27D13:59:59.000000000
153094,3880000,2013-03-27D14:59:59.000000000
153094,3420000,2013-03-27D15:59:59.000000000
153094,3180000,2013-03-27D16:59:59.000000000
153094,2400000,2013-03-27D17:59:59.000000000
153094,2080000,2013-03-27D18:59:59.000000000
153094,2870000,2013-03-27D19:59:59.000000000
153094,2280000,2013-03-27D20:59:59.000000000
153094,2150000,2013-03-27D21:59:59.000000000
153094,1970000,2013-03-27D22:59:59.000000000
153094,1580000,2013-03-27D23:59:59.000000000
153094,1350000,2013-03-28D00:59:59.000000000
153094,1330000,2013-03-28D01:59:59.000000000
153094,1330000,2013-03-28D02:59:59.000000000
153094,1230000,2013-03-28D03:59:59.000000000
153094,1320000,2013-03-28D04:59:59.000000000
153094,1480000,2013-03-28D05:59:59.000000000
153094,1250000,2013-03-28D06:59:59.000000000
153094,2060000,2013-03-28D07:59:59.000000000
153094,2270000,2013-03-28D08:59:59.000000000
153094,2250000,2013-03-28D09:59:59.000000000
153094,2190000,2013-03-28D10:59:59.000000000
153094,3240000,2013-03-28D11:59:59.000000000
153094,2000000,2013-03-28D12:59:59.000000000
153094,1580000,2013-03-28D13:59:59.000000000
153094,1520000,2013-03-28D14:59:59.000000000
153094,5640000,2013-03-28D15:59:59.000000000
153094,2960000,2013-03-28D16:59:59.000000000
153094,2400000,2013-03-28D17:59:59.000000000
153094,2230000,2013-03-28D18:59:59.000000000
153094,3090000,2013-03-28D19:59:59.000000000
153094,2900000,2013-03-28D20:59:59.000000000
153094,2720000,2013-03-28D21:59:59.000000000
153094,2140000,2013-03-28D22:59:59.000000000
153094,2270000,2013-03-28D23:59:59.000000000
153094,2100000,2013-03-29D00:59:59.000000000
153094,1900000,2013-03-29D01:59:59.000000000
153094,1540000,2013-03-29D02:59:59.000000000
153094,1560000,2013-03-29D03:59:59.000000000
153094,1670000,2013-03-29D04:59:59.000000000
153094,1610000,2013-03-29D05:59:59.000000000
153094,1720000,2013-03-29D06:59:59.000000000
153094,2190000,2013-03-29D07:59:59.000000000
153094,2910000,2013-03-29D08:59:59.000000000
153094,1700000,2013-03-29D09:59:59.000000000
153094,1410000,2013-03-29D10:59:59.000000000
153094,1660000,2013-03-29D11:59:59.000000000
153094,1560000,2013-03-29D12:59:59.000000000
153094,1590000,2013-03-29D13:59:59.000000000
153094,1560000,2013-03-29D14:59:59.000000000
153094,1550000,2013-03-29D15:59:59.000000000
153094,1360000,2013-03-29D16:59:59.000000000
153094,1560000,2013-03-29D17:59:59.000000000
153094,4540000,2013-03-29D18:59:59.000000000
153094,3050000,2013-03-29D19:59:59.000000000
153094,2430000,2013-03-29D20:59:59.000000000
153094,1840000,2013-03-29D21:59:59.000000000
153094,2050000,2013-03-29D22:59:59.000000000
153094,2080000,2013-03-29D23:59:59.000000000
196892,420000,2013-03-23D00:59:59.000000000
196892,400000,2013-03-23D01:59:59.000000000
196892,460000,2013-03-23D02:59:59.000000000
196892,390000,2013-03-23D03:59:59.000000000
196892,460000,2013-03-23D04:59:59.000000000
196892,350000,2013-03-23D05:59:59.000000000
196892,520000,2013-03-23D06:59:59.000000000
196892,430000,2013-03-23D07:59:59.000000000
196892,400000,2013-03-23D08:59:59.000000000
196892,630000,2013-03-23D09:59:59.000000000
196892,880000,2013-03-23D10:59:59.000000000
196892,650000,2013-03-23D11:59:59.000000000
196892,1310000,2013-03-23D12:59:59.000000000
196892,2800000,2013-03-23D13:59:59.000000000
196892,2950000,2013-03-23D14:59:59.000000000
196892,940000,2013-03-23D15:59:59.000000000
196892,2260000,2013-03-23D16:59:59.000000000
196892,1940000,2013-03-23D17:59:59.000000000
196892,1470000,2013-03-23D18:59:59.000000000
196892,2680000,2013-03-23D19:59:59.000000000
196892,880000,2013-03-23D20:59:59.000000000
196892,670000,2013-03-23D21:59:59.000000000
196892,930000,2013-03-23D22:59:59.000000000
196892,560000,2013-03-23D23:59:59.000000000
196892,280000,2013-03-24D00:59:59.000000000
196892,380000,2013-03-24D01:59:59.000000000
196892,430000,2013-03-24D02:59:59.000000000
196892,420000,2013-03-24D03:59:59.000000000
196892,420000,2013-03-24D04:59:59.000000000
196892,540000,2013-03-24D05:59:59.000000000
196892,690000,2013-03-24D06:59:59.000000000
196892,560000,2013-03-24D07:59:59.000000000
196892,620000,2013-03-24D08:59:59.000000000
196892,720000,2013-03-24D09:59:59.000000000
196892,1440000,2013-03-24D10:59:59.000000000
196892,2150000,2013-03-24D11:59:59.000000000
196892,1840000,2013-03-24D12:59:59.000000000
196892,890000,2013-03-24D13:59:59.000000000
196892,740000,2013-03-24D14:59:59.000000000
196892,560000,2013-03-24D15:59:59.000000000
196892,240000,2013-03-24D16:59:59.000000000
196892,270000,2013-03-24D17:59:59.000000000
196892,350000,2013-03-24D18:59:59.000000000
196892,350000,2013-03-24D19:59:59.000000000
196892,420000,2013-03-24D20:59:59.000000000
196892,540000,2013-03-24D21:59:59.000000000
196892,2000000,2013-03-24D22:59:59.000000000
196892,2070000,2013-03-24D23:59:59.000000000
196892,1880000,2013-03-25D00:59:59.000000000
196892,1510000,2013-03-25D01:59:59.000000000
196892,770000,2013-03-25D02:59:59.000000000
196892,420000,2013-03-25D03:59:59.000000000
196892,420000,2013-03-25D04:59:59.000000000
196892,410000,2013-03-25D05:59:59.000000000
196892,690000,2013-03-25D06:59:59.000000000
196892,670000,2013-03-25D07:59:59.000000000
196892,790000,2013-03-25D08:59:59.000000000
196892,720000,2013-03-25D09:59:59.000000000
196892,630000,2013-03-25D10:59:59.000000000
196892,830000,2013-03-25D11:59:59.000000000
196892,670000,2013-03-25D12:59:59.000000000
196892,290000,2013-03-25D13:59:59.000000000
196892,310000,2013-03-25D14:59:59.000000000
196892,410000,2013-03-25D15:59:59.000000000
196892,500000,2013-03-25D16:59:59.000000000
196892,970000,2013-03-25D17:59:59.000000000
196892,830000,2013-03-25D18:59:59.000000000
196892,1160000,2013-03-25D19:59:59.000000000
196892,1080000,2013-03-25D20:59:59.000000000
196892,930000,2013-03-25D21:59:59.000000000
196892,460000,2013-03-25D22:59:59.000000000
196892,470000,2013-03-25D23:59:59.000000000
196892,440000,2013-03-26D00:59:59.000000000
196892,450000,2013-03-26D01:59:59.000000000
196892,460000,2013-03-26D02:59:59.000000000
196892,380000,2013-03-26D03:59:59.000000000
196892,440000,2013-03-26D04:59:59.000000000
196892,480000,2013-03-26D05:59:59.000000000
196892,860000,2013-03-26D06:59:59.000000000
196892,470000,2013-03-26D07:59:59.000000000
196892,420000,2013-03-26D08:59:59.000000000
196892,430000,2013-03-26D09:59:59.000000000
196892,360000,2013-03-26D10:59:59.000000000
196892,350000,2013-03-26D11:59:59.000000000
196892,380000,2013-03-26D12:59:59.000000000
196892,430000,2013-03-26D13:59:59.000000000
196892,390000,2013-03-26D14:59:59.000000000
196892,420000,2013-03-26D15:59:59.000000000
196892,410000,2013-03-26D16:59:59.000000000
196892,430000,2013-03-26D17:59:59.000000000
196892,540000,2013-03-26D18:59:59.000000000
196892,620000,2013-03-26D19:59:59.000000000
196892,1080000,2013-03-26D20:59:59.000000000
196892,1090000,2013-03-26D21:59:59.000000000
196892,1860000,2013-03-26D22:59:59.000000000
196892,2020000,2013-03-26D23:59:59.000000000
196892,370000,2013-03-27D00:59:59.000000000
196892,440000,2013-03-27D01:59:59.000000000
196892,370000,2013-03-27D02:59:59.000000000
196892,430000,2013-03-27D03:59:59.000000000
196892,390000,2013-03-27D04:59:59.000000000
196892,430000,2013-03-27D05:59:59.000000000
196892,930000,2013-03-27D06:59:59.000000000
196892,240000,2013-03-27D07:59:59.000000000
196892,560000,2013-03-27D08:59:59.000000000
196892,880000,2013-03-27D09:59:59.000000000
196892,560000,2013-03-27D10:59:59.000000000
196892,530000,2013-03-27D11:59:59.000000000
196892,540000,2013-03-27D12:59:59.000000000
196892,600000,2013-03-27D13:59:59.000000000
196892,520000,2013-03-27D14:59:59.000000000
196892,660000,2013-03-27D15:59:59.000000000
196892,560000,2013-03-27D16:59:59.000000000
196892,490000,2013-03-27D17:59:59.000000000
196892,500000,2013-03-27D18:59:59.000000000
196892,840000,2013-03-27D19:59:59.000000000
196892,1010000,2013-03-27D20:59:59.000000000
196892,1150000,2013-03-27D21:59:59.000000000
196892,760000,2013-03-27D22:59:59.000000000
196892,950000,2013-03-27D23:59:59.000000000
196892,630000,2013-03-28D00:59:59.000000000
196892,400000,2013-03-28D01:59:59.000000000
196892,420000,2013-03-28D02:59:59.000000000
196892,380000,2013-03-28D03:59:59.000000000
196892,410000,2013-03-28D04:59:59.000000000
196892,410000,2013-03-28D05:59:59.000000000
196892,750000,2013-03-28D06:59:59.000000000
196892,730000,2013-03-28D07:59:59.000000000
196892,290000,2013-03-28D08:59:59.000000000
196892,390000,2013-03-28D09:59:59.000000000
196892,390000,2013-03-28D10:59:59.000000000
196892,310000,2013-03-28D11:59:59.000000000
196892,290000,2013-03-28D12:59:59.000000000
196892,500000,2013-03-28D13:59:59.000000000
196892,360000,2013-03-28D14:59:59.000000000
196892,1130000,2013-03-28D15:59:59.000000000
196892,1920000,2013-03-28D16:59:59.000000000
196892,300000,2013-03-28D17:59:59.000000000
196892,1180000,2013-03-28D18:59:59.000000000
196892,2300000,2013-03-28D19:59:59.000000000
196892,1130000,2013-03-28D20:59:59.000000000
196892,1350000,2013-03-28D21:59:59.000000000
196892,1370000,2013-03-28D22:59:59.000000000
196892,440000,2013-03-28D23:59:59.000000000
196892,290000,2013-03-29D00:59:59.000000000
196892,440000,2013-03-29D01:59:59.000000000
196892,360000,2013-03-29D02:59:59.000000000
196892,430000,2013-03-29D03:59:59.000000000
196892,340000,2013-03-29D04:59:59.000000000
196892,440000,2013-03-29D05:59:59.000000000
196892,380000,2013-03-29D06:59:59.000000000
196892,480000,2013-03-29D07:59:59.000000000
196892,420000,2013-03-29D08:59:59.000000000
196892,1180000,2013-03-29D09:59:59.000000000
196892,780000,2013-03-29D10:59:59.000000000
196892,330000,2013-03-29D11:59:59.000000000
196892,1370000,2013-03-29D12:59:59.000000000
196892,540000,2013-03-29D13:59:59.000000000
196892,320000,2013-03-29D14:59:59.000000000
196892,1850000,2013-03-29D15:59:59.000000000
196892,3030000,2013-03-29D16:59:59.000000000
196892,1730000,2013-03-29D17:59:59.000000000
196892,1200000,2013-03-29D18:59:59.000000000
196892,660000,2013-03-29D19:59:59.000000000
196892,1030000,2013-03-29D20:59:59.000000000
196892,970000,2013-03-29D21:59:59.000000000
196892,640000,2013-03-29D22:59:59.000000000
196892,480000,2013-03-29D23:59:59.000000000
167672,300000,2013-03-31D18:59:59.000000000
167672,330000,2013-03-31D19:59:59.000000000
167672,690000,2013-03-31D20:59:59.000000000
167672,760000,2013-03-31D21:59:59.000000000
167672,300000,2013-03-31D22:59:59.000000000
167672,260000,2013-03-31D23:59:59.000000000
167487,370000,2013-03-31D18:59:59.000000000
167487,610000,2013-03-31D19:59:59.000000000
167487,570000,2013-03-31D20:59:59.000000000
167487,180000,2013-03-31D21:59:59.000000000
167487,150000,2013-03-31D22:59:59.000000000
167487,180000,2013-03-31D23:59:59.000000000
153094,6210000,2013-03-31D18:59:59.000000000
153094,4440000,2013-03-31D19:59:59.000000000
153094,5100000,2013-03-31D20:59:59.000000000
153094,4710000,2013-03-31D21:59:59.000000000
153094,2130000,2013-03-31D22:59:59.000000000
153094,1210000,2013-03-31D23:59:59.000000000
166928,360000,2013-03-31D18:59:59.000000000
166928,390000,2013-03-31D19:59:59.000000000
166928,440000,2013-03-31D20:59:59.000000000
166928,500000,2013-03-31D21:59:59.000000000
166928,470000,2013-03-31D22:59:59.000000000
166928,380000,2013-03-31D23:59:59.000000000
196892,1910000,2013-03-31D18:59:59.000000000
196892,1560000,2013-03-31D19:59:59.000000000
196892,1140000,2013-03-31D20:59:59.000000000
196892,690000,2013-03-31D21:59:59.000000000
196892,930000,2013-03-31D22:59:59.000000000
196892,900000,2013-03-31D23:59:59.000000000
153094,1870000,2013-04-03D00:59:59.000000000
153094,1830000,2013-04-03D01:59:59.000000000
153094,2520000,2013-04-03D02:59:59.000000000
153094,1980000,2013-04-03D03:59:59.000000000
153094,1880000,2013-04-03D04:59:59.000000000
153094,1770000,2013-04-03D05:59:59.000000000
153094,1790000,2013-04-03D06:59:59.000000000
153094,2450000,2013-04-03D07:59:59.000000000
153094,2390000,2013-04-03D08:59:59.000000000
153094,1590000,2013-04-03D09:59:59.000000000
153094,1690000,2013-04-03D10:59:59.000000000
153094,1630000,2013-04-03D11:59:59.000000000
153094,1640000,2013-04-03D12:59:59.000000000
153094,1420000,2013-04-03D13:59:59.000000000
153094,1760000,2013-04-03D14:59:59.000000000
153094,1850000,2013-04-03D15:59:59.000000000
153094,2170000,2013-04-03D16:59:59.000000000
153094,2300000,2013-04-03D17:59:59.000000000
153094,2470000,2013-04-03D18:59:59.000000000
153094,2790000,2013-04-03D19:59:59.000000000
153094,2470000,2013-04-03D20:59:59.000000000
153094,2410000,2013-04-03D21:59:59.000000000
153094,2250000,2013-04-03D22:59:59.000000000
153094,2140000,2013-04-03D23:59:59.000000000
196892,420000,2013-04-03D00:59:59.000000000
196892,390000,2013-04-03D01:59:59.000000000
196892,420000,2013-04-03D02:59:59.000000000
196892,440000,2013-04-03D03:59:59.000000000
196892,430000,2013-04-03D04:59:59.000000000
196892,810000,2013-04-03D05:59:59.000000000
196892,1140000,2013-04-03D06:59:59.000000000
196892,330000,2013-04-03D07:59:59.000000000
196892,330000,2013-04-03D08:59:59.000000000
196892,370000,2013-04-03D09:59:59.000000000
196892,480000,2013-04-03D10:59:59.000000000
196892,330000,2013-04-03D11:59:59.000000000
196892,580000,2013-04-03D12:59:59.000000000
196892,310000,2013-04-03D13:59:59.000000000
196892,340000,2013-04-03D14:59:59.000000000
196892,650000,2013-04-03D15:59:59.000000000
196892,300000,2013-04-03D16:59:59.000000000
196892,350000,2013-04-03D17:59:59.000000000
196892,570000,2013-04-03D18:59:59.000000000
196892,290000,2013-04-03D19:59:59.000000000
196892,560000,2013-04-03D20:59:59.000000000
196892,330000,2013-04-03D21:59:59.000000000
196892,540000,2013-04-03D22:59:59.000000000
196892,370000,2013-04-03D23:59:59.000000000
167672,250000,2013-04-01D00:59:59.000000000
167672,230000,2013-04-01D01:59:59.000000000
167672,250000,2013-04-01D02:59:59.000000000
167672,260000,2013-04-01D03:59:59.000000000
167672,350000,2013-04-01D04:59:59.000000000
167672,420000,2013-04-01D05:59:59.000000000
167672,340000,2013-04-01D06:59:59.000000000
167672,220000,2013-04-01D07:59:59.000000000
167672,250000,2013-04-01D08:59:59.000000000
167672,260000,2013-04-01D09:59:59.000000000
167672,270000,2013-04-01D10:59:59.000000000
167672,280000,2013-04-01D11:59:59.000000000
167672,250000,2013-04-01D12:59:59.000000000
167672,290000,2013-04-01D13:59:59.000000000
167672,270000,2013-04-01D14:59:59.000000000
167672,300000,2013-04-01D15:59:59.000000000
167672,470000,2013-04-01D16:59:59.000000000
167672,580000,2013-04-01D17:59:59.000000000
167672,3550000,2013-04-01D18:59:59.000000000
167672,950000,2013-04-01D19:59:59.000000000
167672,3560000,2013-04-01D20:59:59.000000000
167672,720000,2013-04-01D21:59:59.000000000
167672,280000,2013-04-01D22:59:59.000000000
167672,240000,2013-04-01D23:59:59.000000000
167487,150000,2013-04-01D00:59:59.000000000
167487,150000,2013-04-01D01:59:59.000000000
167487,160000,2013-04-01D02:59:59.000000000
167487,170000,2013-04-01D03:59:59.000000000
167487,150000,2013-04-01D04:59:59.000000000
167487,480000,2013-04-01D05:59:59.000000000
167487,510000,2013-04-01D06:59:59.000000000
167487,680000,2013-04-01D07:59:59.000000000
167487,260000,2013-04-01D08:59:59.000000000
167487,310000,2013-04-01D09:59:59.000000000
167487,340000,2013-04-01D10:59:59.000000000
167487,560000,2013-04-01D11:59:59.000000000
167487,680000,2013-04-01D12:59:59.000000000
167487,220000,2013-04-01D13:59:59.000000000
167487,310000,2013-04-01D14:59:59.000000000
167487,600000,2013-04-01D15:59:59.000000000
167487,660000,2013-04-01D16:59:59.000000000
167487,380000,2013-04-01D17:59:59.000000000
167487,570000,2013-04-01D18:59:59.000000000
167487,690000,2013-04-01D19:59:59.000000000
167487,690000,2013-04-01D20:59:59.000000000
167487,270000,2013-04-01D21:59:59.000000000
167487,170000,2013-04-01D22:59:59.000000000
167487,160000,2013-04-01D23:59:59.000000000
153094,1130000,2013-04-01D00:59:59.000000000
153094,1260000,2013-04-01D01:59:59.000000000
153094,1370000,2013-04-01D02:59:59.000000000
153094,2340000,2013-04-01D03:59:59.000000000
153094,1750000,2013-04-01D04:59:59.000000000
153094,1640000,2013-04-01D05:59:59.000000000
153094,1940000,2013-04-01D06:59:59.000000000
153094,1830000,2013-04-01D07:59:59.000000000
153094,2270000,2013-04-01D08:59:59.000000000
153094,1300000,2013-04-01D09:59:59.000000000
153094,1110000,2013-04-01D10:59:59.000000000
153094,1750000,2013-04-01D11:59:59.000000000
153094,1390000,2013-04-01D12:59:59.000000000
153094,1580000,2013-04-01D13:59:59.000000000
153094,1820000,2013-04-01D14:59:59.000000000
153094,2110000,2013-04-01D15:59:59.000000000
153094,2520000,2013-04-01D16:59:59.000000000
153094,2650000,2013-04-01D17:59:59.000000000
153094,2540000,2013-04-01D18:59:59.000000000
153094,2530000,2013-04-01D19:59:59.000000000
153094,2860000,2013-04-01D20:59:59.000000000
153094,2490000,2013-04-01D21:59:59.000000000
153094,1830000,2013-04-01D22:59:59.000000000
153094,1780000,2013-04-01D23:59:59.000000000
166928,300000,2013-04-01D00:59:59.000000000
166928,210000,2013-04-01D01:59:59.000000000
166928,330000,2013-04-01D02:59:59.000000000
166928,280000,2013-04-01D03:59:59.000000000
166928,310000,2013-04-01D04:59:59.000000000
166928,300000,2013-04-01D05:59:59.000000000
166928,210000,2013-04-01D06:59:59.000000000
166928,420000,2013-04-01D07:59:59.000000000
166928,280000,2013-04-01D08:59:59.000000000
166928,220000,2013-04-01D09:59:59.000000000
166928,330000,2013-04-01D10:59:59.000000000
166928,230000,2013-04-01D11:59:59.000000000
166928,250000,2013-04-01D12:59:59.000000000
166928,390000,2013-04-01D13:59:59.000000000
166928,470000,2013-04-01D14:59:59.000000000
166928,600000,2013-04-01D15:59:59.000000000
166928,470000,2013-04-01D16:59:59.000000000
166928,3290000,2013-04-01D17:59:59.000000000
166928,2860000,2013-04-01D18:59:59.000000000
166928,3590000,2013-04-01D19:59:59.000000000
166928,630000,2013-04-01D20:59:59.000000000
166928,1610000,2013-04-01D21:59:59.000000000
166928,270000,2013-04-01D22:59:59.000000000
166928,290000,2013-04-01D23:59:59.000000000
196892,740000,2013-04-01D00:59:59.000000000
196892,470000,2013-04-01D01:59:59.000000000
196892,460000,2013-04-01D02:59:59.000000000
196892,380000,2013-04-01D03:59:59.000000000
196892,390000,2013-04-01D04:59:59.000000000
196892,370000,2013-04-01D05:59:59.000000000
196892,400000,2013-04-01D06:59:59.000000000
196892,560000,2013-04-01D07:59:59.000000000
196892,460000,2013-04-01D08:59:59.000000000
196892,560000,2013-04-01D09:59:59.000000000
196892,350000,2013-04-01D10:59:59.000000000
196892,530000,2013-04-01D11:59:59.000000000
196892,260000,2013-04-01D12:59:59.000000000
196892,300000,2013-04-01D13:59:59.000000000
196892,420000,2013-04-01D14:59:59.000000000
196892,470000,2013-04-01D15:59:59.000000000
196892,2370000,2013-04-01D16:59:59.000000000
196892,520000,2013-04-01D17:59:59.000000000
196892,700000,2013-04-01D18:59:59.000000000
196892,1210000,2013-04-01D19:59:59.000000000
196892,1010000,2013-04-01D20:59:59.000000000
196892,600000,2013-04-01D21:59:59.000000000
196892,800000,2013-04-01D22:59:59.000000000
196892,880000,2013-04-01D23:59:59.000000000
167487,280000,2013-04-02D00:59:59.000000000
167487,170000,2013-04-02D01:59:59.000000000
167487,250000,2013-04-02D02:59:59.000000000
167487,330000,2013-04-02D03:59:59.000000000
167487,290000,2013-04-02D04:59:59.000000000
167487,610000,2013-04-02D05:59:59.000000000
167487,440000,2013-04-02D06:59:59.000000000
167487,320000,2013-04-02D07:59:59.000000000
167487,370000,2013-04-02D08:59:59.000000000
167487,370000,2013-04-02D09:59:59.000000000
167487,220000,2013-04-02D10:59:59.000000000
167487,280000,2013-04-02D11:59:59.000000000
167487,230000,2013-04-02D12:59:59.000000000
167487,200000,2013-04-02D13:59:59.000000000
167487,250000,2013-04-02D14:59:59.000000000
167487,680000,2013-04-02D15:59:59.000000000
167487,470000,2013-04-02D16:59:59.000000000
167487,430000,2013-04-02D17:59:59.000000000
167487,730000,2013-04-02D18:59:59.000000000
167487,810000,2013-04-02D19:59:59.000000000
167487,570000,2013-04-02D20:59:59.000000000
167487,170000,2013-04-02D21:59:59.000000000
167487,190000,2013-04-02D22:59:59.000000000
167487,160000,2013-04-02D23:59:59.000000000
167672,240000,2013-04-02D00:59:59.000000000
167672,240000,2013-04-02D01:59:59.000000000
167672,330000,2013-04-02D02:59:59.000000000
167672,320000,2013-04-02D03:59:59.000000000
167672,400000,2013-04-02D04:59:59.000000000
167672,450000,2013-04-02D05:59:59.000000000
167672,370000,2013-04-02D06:59:59.000000000
167672,220000,2013-04-02D07:59:59.000000000
167672,280000,2013-04-02D08:59:59.000000000
167672,280000,2013-04-02D09:59:59.000000000
167672,310000,2013-04-02D10:59:59.000000000
167672,310000,2013-04-02D11:59:59.000000000
167672,320000,2013-04-02D12:59:59.000000000
167672,290000,2013-04-02D13:59:59.000000000
167672,290000,2013-04-02D14:59:59.000000000
167672,280000,2013-04-02D15:59:59.000000000
167672,400000,2013-04-02D16:59:59.000000000
167672,630000,2013-04-02D17:59:59.000000000
167672,2800000,2013-04-02D18:59:59.000000000
167672,2760000,2013-04-02D19:59:59.000000000
167672,680000,2013-04-02D20:59:59.000000000
167672,330000,2013-04-02D21:59:59.000000000
167672,310000,2013-04-02D22:59:59.000000000
167672,210000,2013-04-02D23:59:59.000000000
166928,320000,2013-04-02D00:59:59.000000000
166928,250000,2013-04-02D01:59:59.000000000
166928,290000,2013-04-02D02:59:59.000000000
166928,320000,2013-04-02D03:59:59.000000000
166928,290000,2013-04-02D04:59:59.000000000
166928,420000,2013-04-02D05:59:59.000000000
166928,510000,2013-04-02D06:59:59.000000000
166928,280000,2013-04-02D07:59:59.000000000
166928,340000,2013-04-02D08:59:59.000000000
166928,220000,2013-04-02D09:59:59.000000000
166928,330000,2013-04-02D10:59:59.000000000
